-0.1	0.0	0.0	-1
-0.2	0.0	0.0	-1
-0.3	0.0	0.0	-1
-0.4	0.0	0.0	-1
-0.5	0.0	0.0	-1
-0.6	0.0	0.0	-1
-0.7	0.0	0.0	-1
-0.7	0.1	0.0	-1
-0.7	0.2	0.0	-1
-0.6	0.2	0.0	-1
-0.5	0.2	0.0	-1
-0.6	0.2	0.0	-1
-0.7	0.2	0.0	-1
-0.7	0.3	0.0	-1
-0.7	0.4	0.0	1
-0.8	0.4	0.0	1
-0.8	0.5	0.0	1
-0.9	0.5	0.0	1
-1.0	0.5	0.0	1
-1.1	0.5	0.0	1
-1.2	0.5	0.0	1
-1.2	0.4	0.0	1
-1.2	0.3	0.0	1
-1.2	0.2	0.0	1
-1.2	0.1	0.0	1
-1.2	0.0	0.0	1
-1.2	-0.1	0.0	1
-1.3	-0.1	0.0	1
-1.4	-0.1	0.0	1
-1.5	-0.1	0.0	1
-1.6	-0.1	0.0	1
-1.6	-0.2	0.0	1
-1.6	-0.3	0.0	1
-1.5	-0.3	0.0	1
-1.4	-0.3	0.0	1
-1.3	-0.3	0.0	1
-1.3	-0.4	0.0	1
-1.2	-0.4	0.0	1
-1.1	-0.4	0.0	1
-1.0	-0.4	0.0	1
-0.9	-0.4	0.0	-1
-0.8	-0.4	0.0	1
-0.7	-0.4	0.0	1
-0.7	-0.5	0.0	1
-0.6	-0.5	0.0	1
-0.5	-0.5	0.0	1
-0.4	-0.5	0.0	1
-0.3	-0.5	0.0	1
-0.3	-0.4	0.0	1
-0.3	-0.3	0.0	-1
-0.3	-0.2	0.0	-1
-0.3	-0.1	0.0	-1
-0.2	-0.1	0.0	-1
-0.1	-0.1	0.0	-1
0.0	-0.1	0.0	-1
0.1	-0.1	0.0	-1
0.2	-0.1	0.0	-1
0.3	-0.1	0.0	-1
0.3	0.0	0.0	-1
0.3	0.1	0.0	-1
0.3	0.2	0.0	-1
0.3	0.3	0.0	-1
0.3	0.4	0.0	-1
0.3	0.5	0.0	1
0.3	0.6	0.0	1
0.4	0.6	0.0	1
0.5	0.6	0.0	1
0.6	0.6	0.0	1
0.7	0.6	0.0	1
0.8	0.6	0.0	1
0.8	0.5	0.0	1
0.8	0.4943	0.0	1
0.8	0.4886	0.0	1
0.8	0.4829	0.0	1
0.8	0.4772	0.0	1
0.8	0.4715	0.0	1
0.8	0.4658	0.0	1
0.8	0.4601	0.0	1
0.8	0.4544	0.0	1
0.8	0.4487	0.0	1
0.8	0.443	0.0	1
0.8	0.4373	0.0	1
0.8	0.4316	0.0	1
0.8	0.4259	0.0	1
0.8	0.4202	0.0	1
0.8	0.4145	0.0	1
0.8	0.4088	0.0	1
0.8	0.4031	0.0	1
0.8	0.3974	0.0	1
0.8	0.3917	0.0	1
0.8	0.386	0.0	1
0.8	0.3803	0.0	1
0.8	0.3746	0.0	1
0.8	0.3689	0.0	1
0.8	0.3632	0.0	1
0.8	0.3575	0.0	1
0.8	0.3518	0.0	1
0.8	0.3447	0.0	1
0.8	0.3376	0.0	1
0.8	0.3305	0.0	1
0.8	0.3234	0.0	1
0.8	0.3163	0.0	1
0.8	0.3092	0.0	1
0.8	0.3021	0.0	1
0.8	0.295	0.0	1
0.8	0.2879	0.0	1
0.8	0.2808	0.0	1
0.8	0.2737	0.0	1
0.8	0.2666	0.0	1
0.8	0.2595	0.0	1
0.8	0.2524	0.0	1
0.8	0.2453	0.0	1
0.8	0.2382	0.0	1
0.8	0.2311	0.0	1
0.8	0.224	0.0	1
0.8	0.2169	0.0	1
0.8	0.2098	0.0	1
0.8	0.2027	0.0	1
0.8	0.1956	0.0	1
0.8	0.1885	0.0	1
0.8	0.1814	0.0	1
0.8	0.1743	0.0	-1
0.8	0.1672	0.0	-1
0.8	0.1601	0.0	-1
0.8	0.153	0.0	-1
0.8	0.1459	0.0	-1
0.8	0.1388	0.0	-1
0.8	0.1317	0.0	-1
0.8	0.1246	0.0	-1
0.8	0.1175	0.0	-1
0.8	0.1104	0.0	-1
0.8	0.1033	0.0	-1
0.8	0.0962	0.0	-1
0.8	0.0891	0.0	-1
0.8	0.082	0.0	-1
0.8	0.0749	0.0	-1
0.8	0.0678	0.0	-1
0.8	0.0607	0.0	-1
0.8	0.0536	0.0	-1
0.8	0.0465	0.0	-1
0.8	0.0394	0.0	-1
0.8	0.0323	0.0	-1
0.8	0.0252	0.0	-1
0.8	0.0181	0.0	-1
0.81	0.0181	0.0	-1
0.82	0.0181	0.0	-1
0.83	0.0181	0.0	-1
0.84	0.0181	0.0	-1
0.85	0.0181	0.0	-1
0.86	0.0181	0.0	-1
0.87	0.0181	0.0	-1
0.88	0.0181	0.0	-1
0.89	0.0181	0.0	-1
0.9	0.0181	0.0	-1
0.91	0.0181	0.0	-1
0.92	0.0181	0.0	-1
0.93	0.0181	0.0	-1
0.94	0.0181	0.0	-1
0.95	0.0181	0.0	-1
0.96	0.0181	0.0	-1
0.97	0.0181	0.0	-1
0.98	0.0181	0.0	-1
0.99	0.0181	0.0	1
1.0	0.0181	0.0	-1
1.01	0.0181	0.0	-1
1.02	0.0181	0.0	1
1.03	0.0181	0.0	1
1.04	0.0181	0.0	1
1.05	0.0181	0.0	1
1.06	0.0181	0.0	1
1.07	0.0181	0.0	1
1.08	0.0181	0.0	1
1.09	0.0181	0.0	1
1.1	0.0181	0.0	1
1.11	0.0181	0.0	1
1.12	0.0181	0.0	1
1.13	0.0181	0.0	1
1.14	0.0181	0.0	1
1.15	0.0181	0.0	1
1.16	0.0181	0.0	1
1.17	0.0181	0.0	1
1.18	0.0181	0.0	1
1.19	0.0181	0.0	1
1.2	0.0181	0.0	1
1.21	0.0181	0.0	1
1.22	0.0181	0.0	1
1.23	0.0181	0.0	1
1.24	0.0181	0.0	1
1.25	0.0181	0.0	1
